principio_activo,unidad_de_dispensacion,concentracion,unidad_base,nombre_comercial,fabricante,precio_por_tableta,factoresprecio,numerofactor,categoria_precio
Oxcarbazepina,Tableta,Oxcarbazepina 600 mg,mg,Trileptal,Novartis,1190.0,Medio,2,Economico
Oxcarbazepina,Tableta,Oxcarbazepina 600 mg,mg,Trileptal,Novartis,1190.0,Alto,3,Economico
Ibuprofeno Y Codeina,Tableta,Ibuprofeno 200 mg + Codeina Fosfato 30 mg,mg,Difast F,Siegfried,2405.7,Medio,2,Economico
Ibuprofeno Y Codeina,Tableta,Ibuprofeno 200 mg + Codeina Fosfato 30 mg,mg,Difast F,Siegfried,995.4716981,Medio,2,Economico
Alfuzosina,Tableta,Alfuzosina 10 mg,mg,Xatral Od,Sanofi Aventis,1222.966865,Medio,2,Economico
Alfuzosina,Tableta,Alfuzosina 10 mg,mg,Xatral Od,Sanofi Aventis,1160.318364,Medio,2,Economico
Acido Folico,Tableta,Acido Folico 1 mg,mg,Acido Folico,Laproff,51.11111111,Bajo,1,Economico
Acido Folico,Tableta,Acido Folico 1 mg,mg,Acido Folico,Laproff,25.41308793,Medio,2,Economico
Acetaminofen Y Cafeina,Tableta,Acetaminofen 500 mg + Cafeina 65 mg,mg,Acetaminofen + Cafeina,Sanofi Aventis,481.7122396,Bajo,1,Economico
Acetaminofen,Tableta,Acetaminofen 500 mg,mg,Acetaminofen,Sanofi Aventis,0.6419291045,Bajo,1,Economico
Sildenafil,Tableta,Sildenafil 50 mg,mg,Varofil,Comerfar,9435.855334,Alto,3,Economico
Amoxicilina,Tableta,Amoxicilina 875 mg,mg,Neogram,Legrand,3520.660377,Medio,2,Economico
Amoxicilina,Tableta,Amoxicilina 875 mg,mg,Neogram,Legrand,1167.71875,Medio,2,Economico
Acetaminofen + Clorfeniramina + Fenilefrina,Tableta,Acetaminofen 500 mg + Maleato De Clorfeniramina 2 mg + Fenilefrina 5 mg,mg,Clarigrip,Bayer,3648.753181,Alto,3,Economico
Acetaminofen + Clorfeniramina + Fenilefrina,Tableta,Fenilefrina 5 mg + Acetaminofen 500 mg + Maleato De Clorfeniramina 2 mg,mg,Clarigrip,Bayer,3334.38,Medio,2,Economico
Linezolid,Tableta,Linezolid 600 mg,mg,Zyvoxid,Pfizer,49964.86463,Alto,3,Moderado
Metoclopramida,Tableta,Metoclopramida 10 mg,mg,Metoclopramida,American Generics,275.4827978,Medio,2,Economico
Metoclopramida,Tableta,Metoclopramida 10 mg,mg,Metoclopramida,American Generics,140.7439024,Medio,2,Economico
Amlodipino,Tableta,Amlodipino 5 mg,mg,Amlodipino,American Generics,399.5181024,Medio,2,Economico
Amlodipino,Tableta,Amlodipino 10 mg,mg,Amlodipino,American Generics,520.2343843,Medio,2,Economico
Hidroclorotiazida Y Valsartan,Tableta,"Hidroclorotiazida 12,5 mg + Valsartan 160 mg + Hidroclorotiazida 12,5 mg",mg,Diovan Hct,Novartis,1475.428571,Medio,2,Economico
Hidroclorotiazida Y Valsartan,Tableta,"Hidroclorotiazida 12,5 mg + Valsartan 160 mg",mg,Diovan Hct,Novartis,1502.428571,Medio,2,Economico
Hidroclorotiazida Y Valsartan,Tableta,"Hidroclorotiazida 12,5 mg + Valsartan 160 mg",mg,Diovan Hct,Novartis,966.0714286,Alto,3,Economico
Azitromicina,Tableta,Azitromicina 500 mg,mg,Penfluz,Comerfar,8223.649693,Alto,3,Economico
Claritromicina,Tableta,Claritromicina 500 mg,mg,Ciridac,Comerfar,3401.152478,Alto,3,Economico
Loratadina,Tableta,Loratadina 10 mg,mg,Histapen,Comerfar,2073.732128,Alto,3,Economico
Simeticona,Tableta Masticable,Simeticona 125 mg,mg,Finigax,Lafrancol,936.7033411,Bajo,1,Economico
Simeticona,Tableta Masticable,Simeticona 125 mg,mg,Finigax,Lafrancol,647.2390501,Bajo,1,Economico
Sertralina,Tableta,Sertralina 50 mg,mg,Sertralina,La Sante,3490.103035,Medio,2,Economico
Vitamina E,Capsula,Vitamina E 800 mg,mg,Aquasol E,Siegfried,2140.24978,Medio,2,Economico
Vitamina E,Capsula,Vitamina E 800 mg,mg,Aquasol E,Siegfried,390.4815161,Medio,2,Economico
Drospirenona Y Etinilestradiol,Tableta,"Drospirenona 3 mg + Etinilestradiol 0,03 mg",mg,Yasmín,Bayer,1185.714286,Alto,3,Economico
Drospirenona Y Etinilestradiol,Tableta,"Etinilestradiol 0,03 mg + Drospirenona 3 mg",mg,Yasmín,Bayer,1185.0,Alto,3,Economico
Ergotamina Y Cafeina,Tableta,Ergotamina Tartrato 1 mg + Cafeina 100 mg,mg,Fencafen,Tecnoquimicas,2716.400813,Medio,2,Economico
Ergotamina Y Cafeina,Tableta,Ergotamina Tartrato 1 mg + Cafeina 100 mg,mg,Fencafen,Tecnoquimicas,183.1135415,Medio,2,Economico
Atorvastatina,Tableta,Atorvastatina 20 mg,mg,Atorvastatina,La Sante,1383.655328,Medio,2,Economico
Atorvastatina,Tableta,Atorvastatina 20 mg,mg,Atorvastatina,La Sante,60.0,Medio,2,Economico
Atorvastatina,Tableta,Atorvastatina 10 mg,mg,Atorvastatina,La Sante,1263.053562,Medio,2,Economico
Dimenhidrinato,Tableta,"Dimenhidrinato 0,05 g",g,Pasedol,Ecar,541.3697734,Alto,3,Economico
Dimenhidrinato,Tableta,"Dimenhidrinato 0,05 g",g,Pasedol,Ecar,49.36254382,Medio,2,Economico
Paroxetina,Tableta,Paroxetina 20 mg,mg,Paxan,Tecnoquimicas,8933.217765,Alto,3,Economico
Paroxetina,Tableta,Paroxetina 20 mg,mg,Paxan,Tecnoquimicas,1343.529412,Alto,3,Economico
Acetaminofen + Cafeina + Acido Acetilsalicilico,Tableta,Cafeina 65 mg + Acetaminofen 250 mg + Acido Acetilsalicilico 250 mg,mg,Sevedol,Lafrancol,1003.664036,Medio,2,Economico
Acetaminofen + Cafeina + Acido Acetilsalicilico,Tableta,Cafeina 65 mg + Acetaminofen 250 mg + Acido Acetilsalicilico 250 mg,mg,Sevedol,Lafrancol,521.6363636,Medio,2,Economico
Misoprostol,Tableta,Misoprostol 200 mcg,mcg,Cytil,Tecnoquimicas,17006.28878,Medio,2,Moderado
Misoprostol,Tableta,Misoprostol 200 mcg,mcg,Cytil,Tecnoquimicas,1714.827397,Medio,2,Economico
Acetaminofen,Tableta,Acetaminofen 500 mg,mg,Acetaminofen,Tecnoquimicas,627.2379321,Medio,2,Economico
Acetaminofen,Tableta,Acetaminofen 500 mg,mg,Acetaminofen,Tecnoquimicas,247.4666667,Medio,2,Economico
Sildenafil,Tableta,Sildenafil 50 mg,mg,Sildenafil,Bussié,465.3266262,Bajo,1,Economico
Sildenafil,Tableta,Sildenafil 50 mg,mg,Sildenafil,Bussié,145.2339791,Bajo,1,Economico
Doxiciclina,Capsula,Doxiciclina 100 mg,mg,Hiclina,Pharmaderm,2390.189343,Alto,3,Economico
Clindamicina,Capsula,Clindamicina 300 mg,mg,Clindamicina,Mk,2102.500437,Alto,3,Economico
Clindamicina,Capsula,Clindamicina 300 mg,mg,Clindamicina,Mk,1605.366984,Alto,3,Economico
Citicolina,Tableta,Citicolina 500 mg,mg,Somazina,Ferrer,11954.53213,Alto,3,Moderado
Citicolina,Tableta,Citicolina 500 mg,mg,Somazina,Ferrer,10959.30178,Alto,3,Moderado
Ciprofloxacina,Tableta,Ciprofloxacina 500 mg,mg,Ciprofloxacina,Laproff,325.2245841,Bajo,1,Economico
Ciprofloxacina,Tableta,Ciprofloxacina 500 mg,mg,Ciprofloxacina,Laproff,264.4098361,Medio,2,Economico
Lorazepam,Tableta,Lorazepam 2 mg,mg,Lorazepam,Laproff,175.4329897,Bajo,1,Economico
Lorazepam,Tableta,Lorazepam 2 mg,mg,Lorazepam,Laproff,37.78358209,Medio,2,Economico
Ibuprofeno,Tableta,Ibuprofeno 800 mg,mg,Ibuprofeno,Tecnoquimicas,275.2825951,Medio,2,Economico
Ibuprofeno,Tableta,Ibuprofeno 800 mg,mg,Ibuprofeno,Tecnoquimicas,241.9487179,Medio,2,Economico
Celecoxib,Capsula,Celecoxib 200 mg,mg,Celecoxib,Tecnoquimicas,728.1456298,Medio,2,Economico
Celecoxib,Capsula,Celecoxib 200 mg,mg,Celecoxib,Tecnoquimicas,304.2494147,Medio,2,Economico
Celecoxib,Capsula,Celecoxib 100 mg,mg,Celecoxib,Tecnoquimicas,823.5823986,Medio,2,Economico
Celecoxib,Capsula,Celecoxib 100 mg,mg,Celecoxib,Tecnoquimicas,226.8550984,Medio,2,Economico
Acetaminofen + Loratadina + Fenilefrina,Tableta,Loratadina 5 mg + Fenilefrina 10 mg + Acetaminofen 500 mg,mg,Adorem Gripa,Siegfried,610.3697674,Medio,2,Economico
Sulfato Ferroso,Tableta,Sulfato Ferroso 300 mg,mg,Sulfato Ferroso,Laproff,59.94113712,Bajo,1,Economico
Sulfato Ferroso,Tableta,Sulfato Ferroso 300 mg,mg,Sulfato Ferroso,Laproff,42.87235116,Bajo,1,Economico
Sirolimus,Tableta,Sirolimus 1 mg,mg,Rapamune,Pfizer,10605.38783,Medio,2,Moderado
Naproxeno Y Cafeina,Tableta,Cafeina 50 mg + Naproxeno 220 mg,mg,Lumbal,Lafrancol,869.8333333,Medio,2,Economico
Naproxeno Y Cafeina,Tableta,Naproxeno 220 mg + Cafeina 50 mg,mg,Lumbal,Lafrancol,1295.815276,Alto,3,Economico
Naproxeno Y Cafeina,Tableta,Naproxeno 220 mg + Cafeina 50 mg,mg,Lumbal,Lafrancol,737.8837209,Alto,3,Economico
Claritromicina,Tableta,Claritromicina 500 mg,mg,Claritromicina,Colmed,2187.607282,Medio,2,Economico
Claritromicina,Tableta,Claritromicina 500 mg,mg,Claritromicina,Colmed,1440.779932,Medio,2,Economico
Amlodipino,Tableta,Amlodipino 5 mg,mg,Amlodipino,La Sante,514.2019089,Medio,2,Economico
Nebivolol,Tableta,Nebivolol 5 mg,mg,Nebilet,Menarini,1619.301065,Medio,2,Economico
Nebivolol,Tableta,Nebivolol 5 mg,mg,Nebilet,Menarini,468.693485,Medio,2,Economico
Esomeprazol,Tableta,Esomeprazol 20 mg,mg,Nexium Mups,Astrazeneca,6439.0,Alto,3,Economico
Esomeprazol,Tableta,Esomeprazol 20 mg,mg,Nexium Mups,Astrazeneca,976.3277419,Medio,2,Economico
Esomeprazol,Tableta,Esomeprazol 40 mg,mg,Nexium Mups,Astrazeneca,9412.0,Alto,3,Economico
Esomeprazol,Tableta,Esomeprazol 40 mg,mg,Nexium Mups,Astrazeneca,1953.0,Medio,2,Economico
Procianidinas,Capsula,Procianidinas 60 mg,mg,Lacoryl,Synthesis,8029.785714,Medio,2,Economico
Procianidinas,Capsula,Procianidinas 60 mg,mg,Lacoryl,Synthesis,2325.317757,Medio,2,Economico
Gabapentin,Capsula,Gabapentin 300 mg,mg,Kaptin,Legrand,382.02844,Medio,2,Economico
Gabapentin,Capsula,Gabapentin 300 mg,mg,Kaptin,Legrand,200.0,Bajo,1,Economico
Glimepirida,Tableta,Glimepirida 4 mg,mg,Glimepirida,Tecnoquimicas,4107.949886,Bajo,1,Economico
Glimepirida,Tableta,Glimepirida 4 mg,mg,Glimepirida,Tecnoquimicas,249.9208685,Bajo,1,Economico
Amoxicilina Y Acido Clavulanico,Tableta,Acido Clavulanico 125 mg + Amoxicilina 875 mg,mg,Curam,Sandoz,5605.928571,Medio,2,Economico
Amoxicilina Y Acido Clavulanico,Tableta,Acido Clavulanico 125 mg + Amoxicilina 875 mg,mg,Curam,Sandoz,2812.142857,Medio,2,Economico
Metronidazol,Tableta,Metronidazol 500 mg,mg,Flagyl,Sanofi Aventis,1757.962879,Alto,3,Economico
Metronidazol,Tableta,Metronidazol 500 mg,mg,Flagyl,Sanofi Aventis,1283.0,Alto,3,Economico
Sildenafil,Tableta,Sildenafil 100 mg,mg,Sildenafilo,Genfar,8010.207043,Medio,2,Economico
Sildenafil,Tableta,Sildenafil 100 mg,mg,Sildenafilo,Genfar,1556.194572,Bajo,1,Economico
Levomepromazina,Tableta,Levomepromazina 25 mg,mg,Sinogan,Sanofi Aventis,1762.446667,Alto,3,Economico
Levomepromazina,Tableta,Levomepromazina 25 mg,mg,Sinogan,Sanofi Aventis,1220.75817,Alto,3,Economico
Ketoprofeno,Tableta,Ketoprofeno 100 mg,mg,Profenid,Sanofi Aventis,3789.7,Alto,3,Economico
Ketoprofeno,Tableta,Ketoprofeno 100 mg,mg,Profenid,Sanofi Aventis,2839.333333,Alto,3,Economico
Ketoconazol,Tableta,Ketoconazol 200 mg,mg,Ketoconazol,Laproff,305.0,Bajo,1,Economico
Ketoconazol,Tableta,Ketoconazol 200 mg,mg,Ketoconazol,Laproff,188.6485461,Bajo,1,Economico
Secnidazol,Tableta,Secnidazol 500 mg,mg,Secnidal,Sanofi Aventis,13044.74354,Alto,3,Moderado
Secnidazol,Tableta,Secnidazol 500 mg,mg,Secnidal,Sanofi Aventis,1419.517857,Alto,3,Economico
Sildenafil,Tableta,Sildenafil 50 mg,mg,Sildenafil,Anglopharma,487.3417722,Bajo,1,Economico
Pilocarpina,Tableta,Pilocarpina 5 mg,mg,Salagen,Amdipharm,3726.474554,Medio,2,Economico
Pilocarpina,Tableta,Pilocarpina 5 mg,mg,Salagen,Amdipharm,1703.326834,Alto,3,Economico
Orlistat,Capsula,Orlistat 120 mg,mg,Orlistat,Procaps,700.0,Medio,2,Economico
Atorvastatina,Tableta,Atorvastatina 40 mg,mg,Lipitor,Pfizer,5536.987687,Alto,3,Economico
Atorvastatina,Tableta,Atorvastatina 40 mg,mg,Lipitor,Pfizer,5531.002887,Alto,3,Economico
Metocarbamol,Tableta,Metocarbamol 750 mg,mg,Metocarbamol,Bussié,346.36,Medio,2,Economico
Metocarbamol,Tableta,Metocarbamol 750 mg,mg,Metocarbamol,Bussié,296.0,Alto,3,Economico
Desloratadina,Tableta,Desloratadina 5 mg,mg,Aerius,Merck,8371.0,Alto,3,Economico
Desloratadina,Tableta,Desloratadina 5 mg,mg,Aerius,Merck,5050.591304,Alto,3,Economico
Bromazepam,Tableta,Bromazepam 3 mg,mg,Lexotan,Cheplapharm,3133.722899,Medio,2,Economico
Bromazepam,Tableta,Bromazepam 3 mg,mg,Lexotan,Cheplapharm,2316.512766,Medio,2,Economico
Acetaminofen Combinaciones,Capsula,Acetaminofen Combinaciones,mg,Tabcin Noche,Bayer,1122.333333,Alto,3,Economico
Sultamicilina,Tableta,Sultamicilina 750 mg,mg,Sulamp,Bussié,8452.4,Medio,2,Economico
Sultamicilina,Tableta,Sultamicilina 750 mg,mg,Sulamp,Bussié,4749.497382,Medio,2,Economico
Ziprasidona,Capsula,Ziprasidona 80 mg,mg,Geodon,Pfizer,11242.75,Medio,2,Moderado
Ziprasidona,Capsula,Ziprasidona 80 mg,mg,Geodon,Pfizer,13168.0,Medio,2,Moderado
Pentoxifilina,Tableta,Pentoxifilina 400 mg,mg,Pentoxifilina,Genfar,1204.101904,Bajo,1,Economico
Pentoxifilina,Tableta,Pentoxifilina 400 mg,mg,Pentoxifilina,Genfar,355.4893406,Bajo,1,Economico
Desloratadina,Tableta,Desloratadina 5 mg,mg,Desalex,Merck Sharp Dome,8371.0,Alto,3,Economico
Desloratadina,Tableta,Desloratadina 5 mg,mg,Desalex,Merck Sharp Dome,3521.0,Alto,3,Economico
Sildenafil,Tableta,Sildenafil 50 mg,mg,Vigradina,Bioquifar,1168.421845,Medio,2,Economico
Metoprolol,Tableta,Metoprolol 100 mg,mg,Metoprolol,Laproff,243.3026316,Bajo,1,Economico
Aciclovir,Tableta,Aciclovir 200 mg,mg,Aciclovir,Genfar,334.4963057,Medio,2,Economico
Aciclovir,Tableta,Aciclovir 200 mg,mg,Aciclovir,Genfar,109.2243767,Medio,2,Economico
Desogestrel,Tableta,"Desogestrel 0,075 mg",mg,Cerazette,Organon,406.2533761,Alto,3,Economico
Desogestrel,Tableta,"Desogestrel 0,075 mg",mg,Cerazette,Organon,366.1024429,Medio,2,Economico
Loperamida,Tableta,Loperamida 2 mg,mg,Pangetan,Tecnoquimicas,1585.63364,Alto,3,Economico
Loperamida,Tableta,Loperamida 2 mg,mg,Pangetan,Tecnoquimicas,598.9845805,Alto,3,Economico
Tetraciclina,Capsula,Tetraciclina 300 mg,mg,Tetralysal,Galderma,6093.123111,Medio,2,Economico
Tetraciclina,Capsula,Tetraciclina 300 mg,mg,Tetralysal,Galderma,4329.319444,Medio,2,Economico
Acetaminofen Combinaciones,Capsula,Acetaminofen Combinaciones,mg,Tabcin Active,Bayer,1092.869575,Medio,2,Economico
Tolterodina,Capsula,Tolterodina 4 mg,mg,Detrusitol Sr,Pfizer,6009.0,Medio,2,Economico
Tolterodina,Capsula,Tolterodina 4 mg,mg,Detrusitol Sr,Pfizer,2061.169103,Medio,2,Economico
Atorvastatina,Tableta,Atorvastatina 10 mg,mg,Atorvastatina,Genfar,2172.344428,Medio,2,Economico
Atorvastatina,Tableta,Atorvastatina 10 mg,mg,Atorvastatina,Genfar,569.2811396,Medio,2,Economico
Acetaminofen Y Tramadol,Tableta,"Tramadol 37,5 mg + Acetaminofen 325 mg",mg,Zaldiar,Grunenthal,5215.434703,Alto,3,Economico
Acetaminofen Y Tramadol,Tableta,"Tramadol 37,5 mg + Acetaminofen 325 mg",mg,Zaldiar,Grunenthal,284.0,Medio,2,Economico
Acetaminofen Y Tramadol,Tableta,"Acetaminofen 325 mg + Tramadol 37,5 mg",mg,Zaldiar,Grunenthal,4801.489062,Alto,3,Economico
Acetaminofen Y Tramadol,Tableta,"Acetaminofen 325 mg + Tramadol 37,5 mg",mg,Zaldiar,Grunenthal,205.3504659,Medio,2,Economico
Propinox Clorhidrato,Tableta,Propinox Clorhidrato 10 mg,mg,Sertal,Scandinavia Pharma,2011.683226,Medio,2,Economico
Propinox Clorhidrato,Tableta,Propinox Clorhidrato 10 mg,mg,Sertal,Scandinavia Pharma,1362.071429,Medio,2,Economico
Risperidona,Tableta,Risperidona 1 mg,mg,Tractal,Mega Labs,467.0,Alto,3,Economico
Risperidona,Tableta,Risperidona 1 mg,mg,Tractal,Mega Labs,356.0,Alto,3,Economico
Risperidona,Tableta,Risperidona 2 mg,mg,Tractal,Mega Labs,984.6968254,Alto,3,Economico
Risperidona,Tableta,Risperidona 2 mg,mg,Tractal,Mega Labs,743.0226415,Medio,2,Economico
Celecoxib,Capsula,Celecoxib 200 mg,mg,Celecoxib,Bussié,587.0352217,Bajo,1,Economico
Celecoxib,Capsula,Celecoxib 200 mg,mg,Celecoxib,Bussié,538.5038468,Alto,3,Economico
Ketotifeno,Tableta,Ketotifeno 1 mg,mg,Ketotifeno,Bussié,134.7997272,Bajo,1,Economico
Ketotifeno,Tableta,Ketotifeno 1 mg,mg,Ketotifeno,Bussié,68.93979058,Alto,3,Economico
Silimarina,Capsula,Silimarina 150 mg,mg,Apotox,Incobra,1268.494444,Alto,3,Economico
Silimarina,Capsula,Silimarina 150 mg,mg,Apotox,Incobra,263.6017628,Bajo,1,Economico
Topiramato,Capsula,Topiramato 15 mg,mg,Topamac,Janssen,237.1559787,Medio,2,Economico
Metformina,Tableta,Metformina 1000 mg,mg,Glucophage,Merck,2560.526496,Alto,3,Economico
Metformina,Tableta,Metformina 1000 mg,mg,Glucophage,Merck,1681.559286,Alto,3,Economico
Lovastatina,Tableta,Lovastatina 20 mg,mg,Lovastatina,Laproff,129.4169492,Bajo,1,Economico
Lovastatina,Tableta,Lovastatina 20 mg,mg,Lovastatina,Laproff,45.11227427,Bajo,1,Economico
Glimepirida,Tableta,Glimepirida 2 mg,mg,Glimepirida,Tecnoquimicas,3226.699961,Bajo,1,Economico
Glimepirida,Tableta,Glimepirida 2 mg,mg,Glimepirida,Tecnoquimicas,189.9693361,Bajo,1,Economico
Metotrexato,Tableta,"Metotrexato 2,5 mg",mg,Metotrexato,Asofarma,1510.726141,Alto,3,Economico
Metotrexato,Tableta,"Metotrexato 2,5 mg",mg,Metotrexato,Asofarma,220.7796795,Medio,2,Economico
Zolpidem,Tableta,Zolpidem 10 mg,mg,Zolpidem,Tecnoquimicas,3163.893901,Medio,2,Economico
Zolpidem,Tableta,Zolpidem 10 mg,mg,Zolpidem,Tecnoquimicas,397.0,Medio,2,Economico
Acetaminofen,Tableta,Acetaminofen 500 mg,mg,Dolico,Patmar,306.4545455,Medio,2,Economico
Acetaminofen,Tableta,Acetaminofen 500 mg,mg,Dolicox,Patmar,306.4545455,Medio,2,Economico
Isoniazida,Tableta,Isoniazida 100 mg,mg,Solonex,Vesalius,1340.0,Alto,3,Economico
Isoniazida,Tableta,Isoniazida 100 mg,mg,Solonex,Vesalius,959.7402597,Alto,3,Economico
Sultamicilina,Tableta,Sultamicilina 375 mg,mg,Bacmicine,Bioquifar,3364.816901,Bajo,1,Economico
Sultamicilina,Tableta,Sultamicilina 375 mg,mg,Bacmicine,Bioquifar,1315.0,Bajo,1,Economico
Secnidazol,Tableta,Secnidazol 1000 mg,mg,Secnidal,Sanofi Aventis,33028.48072,Alto,3,Moderado
Secnidazol,Tableta,Secnidazol 1000 mg,mg,Secnidal,Sanofi Aventis,2927.486842,Medio,2,Economico
Valganciclovir,Tableta,Valganciclovir 450 mg,mg,Valixa,Roche,39512.33333,Alto,3,Moderado
Valganciclovir,Tableta,Valganciclovir 450 mg,mg,Valixa,Roche,39894.83878,Alto,3,Moderado
Cetirizina,Tableta,Cetirizina 10 mg,mg,Cetirizina,Lafrancol,368.5,Medio,2,Economico
Naproxeno,Tableta,Naproxeno 250 mg,mg,Naproxeno,Laproff,160.2158394,Bajo,1,Economico
Metoprolol,Tableta,Metoprolol 25 mg,mg,Betaloc Zok,Astrazeneca,267.0,Medio,2,Economico
Metoprolol,Tableta,Metoprolol 25 mg,mg,Betaloc Zok,Astrazeneca,262.5243005,Medio,2,Economico
Alprazolam,Tableta,"Alprazolam 0,5 mg",mg,Xanax,Pfizer,2667.0,Alto,3,Economico
Alprazolam,Tableta,"Alprazolam 0,5 mg",mg,Xanax,Pfizer,1794.873016,Alto,3,Economico
Dexketoprofeno,Tableta,Dexketoprofeno 25 mg,mg,Ketesse,Menarini,2607.793691,Bajo,1,Economico
Dexketoprofeno,Tableta,Dexketoprofeno 25 mg,mg,Ketesse,Menarini,1519.999243,Bajo,1,Economico
Sertralina,Tableta,Sertralina 50 mg,mg,Sertralina,Pentacoop,1296.019676,Medio,2,Economico
Lamivudina Y Zidovudina,Tableta,Zidovudina 300 mg + Lamivudina 150 mg,mg,Duoviral,Legrand,395.1522248,Medio,2,Economico
Hidroxizina,Tableta,Hidroxicina 25 mg,mg,Indolgin,Comerfar,1018.34652,Alto,3,Economico
Amlodipino,Tableta,Amlodipino 10 mg,mg,Amlodipino,Pentacoop,243.2781241,Bajo,1,Economico
Amlodipino,Tableta,Amlodipino 5 mg,mg,Amlodipino,Pentacoop,246.4035651,Medio,2,Economico
Atorvastatina,Tableta,Atorvastatina 20 mg,mg,Atorvastatina,Genfar,2807.913913,Alto,3,Economico
Atorvastatina,Tableta,Atorvastatina 20 mg,mg,Atorvastatina,Genfar,43.79546454,Medio,2,Economico
Amitriptilina,Tableta,Amitriptilina 25 mg,mg,Amitriptilina,Laproff,78.0669145,Bajo,1,Economico
Amitriptilina,Tableta,Amitriptilina 25 mg,mg,Amitriptilina,Laproff,29.04716981,Medio,2,Economico
Sertralina,Tableta,Sertralina 100 mg,mg,Sertralina,Tecnoquimicas,5665.552708,Medio,2,Economico
Sertralina,Tableta,Sertralina 100 mg,mg,Sertralina,Tecnoquimicas,446.664,Medio,2,Economico
Sertralina,Tableta,Sertralina 50 mg,mg,Sertralina,Tecnoquimicas,2821.199274,Medio,2,Economico
Sertralina,Tableta,Sertralina 50 mg,mg,Sertralina,Tecnoquimicas,170.0844595,Medio,2,Economico
Bromhexina,Capsula,Bromhexina Clorhidrato 8 mg,mg,Klear,Eurofarma,735.1356551,Medio,2,Economico
Hidroclorotiazida + Telmisartan,Tableta,"Hidroclorotiazida 12,5 mg + Telmisartan 80 mg",mg,Micardis Plus,Boehringer,1577.953852,Alto,3,Economico
Hidroclorotiazida + Telmisartan,Tableta,"Hidroclorotiazida 12,5 mg + Telmisartan 80 mg",mg,Micardis Plus,Boehringer,1551.215021,Alto,3,Economico
Amlodipino,Tableta,Amlodipino 5 mg,mg,Amlodipino,Laproff,100.0663197,Bajo,1,Economico
Amlodipino,Tableta,Amlodipino 5 mg,mg,Amlodipino,Laproff,23.48209366,Medio,2,Economico
Dipirona,Tableta,Dipirona 500 mg,mg,Dipirona,Ecar,247.2006486,Medio,2,Economico
Dipirona,Tableta,Dipirona 500 mg,mg,Dipirona,Ecar,107.6086957,Medio,2,Economico
Fluconazol,Capsula,Fluconazol 150 mg,mg,Farzul,Patmar,24190.94952,Medio,2,Moderado
Ibuprofeno,Capsula,Ibuprofeno 200 mg,mg,Advil Fastgel,Glaxosmithkline,703.8525453,Medio,2,Economico
Ibuprofeno,Capsula,Ibuprofeno 200 mg,mg,Advil Fastgel,Glaxosmithkline,587.7437276,Medio,2,Economico
Mirtazapina,Tableta,Mirtazapina 30 mg,mg,Mirtapax,Monte Verde,1539.019355,Medio,2,Economico
Acetaminofen + Loratadina + Fenilefrina,Tableta,Acetaminofen 500 mg + Loratadina 5 mg + Fenilefrina 10 mg,mg,Resfrygrip,Labquifar,310.0,Medio,2,Economico
Acetaminofen + Loratadina + Fenilefrina,Tableta,Acetaminofen 500 mg + Fenilefrina 10 mg + Loratadina 5 mg,mg,Resfrygrip,Labquifar,208.0,Medio,2,Economico
Desloratadina,Tableta,Desloratadina 5 mg,mg,Desloran,Chalver,6380.0,Alto,3,Economico
Montelukast,Tableta Masticable,Montelukast 4 mg,mg,Montelukast,American Generics,502.5165929,Bajo,1,Economico
Difenhidramina,Capsula,Difenhidramina 50 mg,mg,Difenhidramina,Ophalac,230.9230769,Bajo,1,Economico
Difenhidramina,Capsula,Difenhidramina 50 mg,mg,Difenhidramina,Ophalac,93.4031746,Bajo,1,Economico
Naproxeno,Tableta,Naproxeno 500 mg,mg,Naproxeno,American Generics,375.7089593,Bajo,1,Economico
Albendazol,Tableta,Albendazol 200 mg,mg,Albendazol,American Generics,747.8422587,Medio,2,Economico
Hidroxizina,Tableta,Hidroxicina 25 mg,mg,Hidroxicina Clorhidrato,Pentacoop,126.0542032,Bajo,1,Economico
Sertralina,Tableta,Sertralina 100 mg,mg,Zolof,Pfizer,15256.0,Alto,3,Moderado
Sertralina,Tableta,Sertralina 100 mg,mg,Zolof,Pfizer,7830.839206,Alto,3,Economico
Metformina,Tableta,Metformina 850 mg,mg,Diglufor,Labquifar,271.4646004,Medio,2,Economico
Metformina,Tableta,Metformina 850 mg,mg,Diglufor,Labquifar,75.0,Bajo,1,Economico
Cefalexina,Capsula,Cefalexina 500 mg,mg,Cefalexina,Bussié,496.1006869,Medio,2,Economico
Cefalexina,Capsula,Cefalexina 500 mg,mg,Cefalexina,Bussié,305.2215447,Medio,2,Economico
Gabapentin,Capsula,Gabapentin 400 mg,mg,Kaptin,Legrand,512.3345818,Alto,3,Economico
Gabapentin,Capsula,Gabapentin 400 mg,mg,Kaptin,Legrand,218.0536913,Bajo,1,Economico
Losartan,Tableta,Losartan 50 mg,mg,Arapres-Anzg,Anzg,4500.0,Alto,3,Economico
Omeprazol,Capsula,Omeprazol 20 mg,mg,Gastrosef,Anzg,3142.857143,Alto,3,Economico
Clopidogrel,Tableta,Clopidogrel 75 mg,mg,Ateplax,Procaps,778.0546624,Alto,3,Economico
Cefadroxilo,Capsula,Cefadroxilo 500 mg,mg,Cefadroxilo,Genfar,3158.231572,Bajo,1,Economico
Cefadroxilo,Capsula,Cefadroxilo 500 mg,mg,Cefadroxilo,Genfar,353.3476466,Bajo,1,Economico
